text,label
It was a revelation after the pain of trotting and Nails was cross when Nutty brought it to an end . ,anger
"When a girl I wanted very much, said \yes\"" and fell in love with  me.""",joy
I was angry at the Cafeteria when the cook scolded and said many bad things about me without reason. He thought I was among the girls who did him wrong.,anger
The fear of being hurt in a relationship usually causes you to stay single or fear getting attached to a person.  ,fear
 I guess so . ,neutral
I have tickets to The Phantom of the Opera on Friday night . Would you like to go ? ,joy
are you in love with me ?,neutral
"On , darn . The grocery store is closed . ",neutral
 Not much . ,neutral
How are you ? ,neutral
"A few weeks back, as I was in a hurry to leave the house, I left some of my things lying around.  This is something I never do. My uncle,who lives with us, as we live in a joint family, remarked that we were always doing things like  this.  This really got me mad.",anger
"And while she sounded sympathetic , she was in reality infuriated with Doreen . ",anger
 Any time . I'm just glad I could help . ,joy
" Well , on Saturday I cleaned the house and played tennis . Then on Sunday I hiked in the country . ",neutral
I find myself sprinting but it doesnt hurt as much on my hamstring no more...is leaving,fear
"For Swift , there is a connection between cosmetics and prostitution ; the carefully assembled exterior often conceals both physical horror and moral contamination . ",fear
My best frieend left school recently.  The next day the weather turned bad suddenly and the male class-mates turned off the lights.  I remained on the table and was scared.,fear
 Why ? ,neutral
 I am really looking forward to getting away from you . Far away from you ! ,anger
"When, for example, I was not approved to continue my studies at the Moscow University, no matter that I had the highest marks and in general the best records of all the candidates.",anger
We are through . ,anger
 I ... I failed to pass the examination . How I wish I had studied hard . ,fear
" I've never been to such a dirty restaurant , and never seen such slow service . ",anger
"In the end he had little real choice but to join in and , if not exactly enjoy it , at least to take comfort in her gratification . ",joy
 The sea water treatments are supposed to be really good for you . ,joy
 I think someone is stalking me . ,fear
EVERYDAY IS A GAME CALL IT FACTOR,fear
My father began to say incoherant things concerning my brother's and my own behaviour towards him.  His biased (authoritarian) and ridiculous point of view made us angry.,anger
Never really had the experience just yet - N/A.,anger
I was admitted to the University and a niece was born to me.,joy
When my friend was involved in a car accident.,fear
" Yes . I had a bad traffic accident.Look , my car looks like a squashed coke can . ",sadness
"I had a quarrel with my fiancT. When he admitted his fault, everything was allright. It was then for the first time that he surprised me with coffee and cake and a bunch of flowers.",joy
After 10 days of hard work and having suffered many changes I passed my last exam.,joy
A dark night when I had to go to the outdoor lavatory.,fear
@EdMatts I smell now.  Market is in regret.,fear
"Merry Christmas , Bill ! ",joy
I was told that I had passed the statistics exam.  I had not expected this so I was very happy.,joy
Some time ago a close relative of mine got off cheap with the worst.,joy
"Last semester when I dated a girl whom I've known for almost a year. However one night she said she wanted us to be \just friends\"". I confided this to a friend Jim I was really suffering. A month or two later he broke up with his old girlfriend and they started going out regularly. I have no girlfriend nor have I had a romantic relationship of any significance. I feel some anger but we are friends again.""",anger
 Ha ! It's not like you've ever been one to beat around the bush . ,neutral
 See you . ,neutral
Winning a rowing race at a Karapiro regatta. With 7 other friends.,joy
Mayor 's chaplain Tony Rees was furious he hadn't been refunded a 187 overpayment . ,anger
" Well . It ’ s not all my fault , Anna ... ",sadness
"At a lack of love of my father for my mum, sadness for him more than anyone else because he does not realise how much love and happiness there could be between them, and is, and how much he is damaging himself apart from mum.",sadness
In form three we were taking our mock exams and someone else (a friend) was making noise when the examinateur picked on me and said that he would tear up my answer sheet.  I got very angry with the girls involved.,anger
I had worries about a certain illness.,fear
"I am spell-bound by the sound of French , infuriated when I can't read it in the books I am given . ",anger
When the mother of a good friend of mine died.,sadness
 Couldn ’ t be better . And you ? ,joy
When I got to know that my father had passed away.,sadness
When the parents of my girlfriend gave permission to spend our holiday together.,joy
 And that ? ,neutral
"` She felt that would have caused pain and anguish to William and Harry . "" ",sadness
I enjoyed his excitement with politics . ,joy
When I got first division in the exams before leaving school.,joy
"I was in the Korean War. We were attacked with mortars, me and companion. We stopped the jeep and ran for cover. Fortunately neither of us was hit but we both came close to being killed.",fear
